year,model_type,task_type,model_size_million_params,training_framework,epochs,batch_size,learning_rate,training_time_hours,final_train_loss,final_val_loss,overfitting_score,inference_latency_ms,throughput_samples_per_sec,model_accuracy,f1_score,roc_auc,gpu_type,gpu_memory_gb,power_consumption_kwh,carbon_emission_kg,cloud_provider,training_cost_usd,inference_cost_per_1k_requests
2022,LLM,classification,111.81,TensorFlow,32,32,0.000231,7.46,0.8036,1.2004,0.3968,23.65,8.47,0.73,0.707,0.766,T4,16,7.09,3.15,AWS,16.96,0.1861
2019,Transformer,detection,130.94,TensorFlow,40,128,0.000553,16.58,0.9567,1.2261,0.2693,62.46,29.12,0.779,0.742,0.806,T4,16,14.55,6.97,GCP,63.68,0.5485
2024,CNN,detection,14.83,JAX,34,64,0.000402,1.45,0.0707,0.2451,0.1744,87.77,22.04,0.888,0.873,0.919,RTX3090,24,2.15,1.36,On-Prem,6.97,0.7509
2021,Transformer,classification,55.89,JAX,13,128,4.10E-05,7.43,0.3737,0.7241,0.3504,68.37,20.8,0.832,0.801,0.845,RTX3090,24,7.2,2.2,GCP,28.79,0.2537
2025,Transformer,classification,20.83,JAX,18,128,0.000306,1.14,1.0883,1.4307,0.3424,969.77,1.24,0.882,0.837,0.898,RTX3090,24,0.98,0.39,On-Prem,5.91,1.2724
2019,LLM,segmentation,56.94,PyTorch,9,32,3.20E-05,4.1,0.6116,0.9093,0.2977,280.9,0.4,0.913,0.868,0.925,RTX3090,24,6.02,1.87,Azure,19.59,0.4887
2023,Diffusion,generation,52.17,PyTorch,19,32,0.00016,7.26,0.5599,0.8067,0.2468,366.56,3.28,0.89,0.852,0.907,V100,32,8.42,2.88,On-Prem,25.7,1.9754
2023,Diffusion,classification,70.42,JAX,38,16,8.80E-05,10.45,0.3593,0.528,0.1687,380.55,0.15,0.831,0.82,0.86,A100,40,15,5.93,AWS,40.53,1.9234
2023,Diffusion,generation,216.56,PyTorch,18,16,0.000167,16.91,0.288,0.4995,0.2115,3.06,21.23,0.779,0.761,0.791,T4,16,14.8,6.45,AWS,88.09,0.0188
2021,CNN,generation,17.72,PyTorch,45,16,6.20E-05,1.04,0.7596,0.814,0.0544,602.94,1.72,0.829,0.784,0.854,RTX3090,24,1.34,0.94,Azure,2.63,2.0938
2021,LLM,segmentation,23.89,JAX,16,16,0.000581,2.8,0.3469,0.62,0.2731,387.34,3.75,0.671,0.623,0.703,T4,16,3.93,1.18,Azure,13.62,3.2793
2024,LLM,classification,89.23,JAX,37,32,8.20E-05,7.75,0.1892,0.3626,0.1734,253.95,0.74,0.724,0.71,0.744,V100,32,11.32,6.42,Azure,36.56,1.0811
2022,Diffusion,detection,51.46,JAX,22,16,1.90E-05,3.17,0.2275,0.3045,0.077,375.39,3.98,0.822,0.79,0.856,RTX3090,24,4.73,2.97,Azure,15.14,2.1744
2020,Transformer,segmentation,33.06,PyTorch,19,32,1.20E-05,2.06,0.6924,0.8363,0.1438,665.78,1.99,0.812,0.768,0.843,RTX3090,24,2.27,1.29,On-Prem,6.39,2.5012
2025,Transformer,classification,46.55,PyTorch,38,32,5.90E-05,4.42,0.7162,1.0223,0.3061,73.4,24.32,0.935,0.924,0.956,RTX3090,24,3.62,1.66,AWS,18.15,0.4114
2020,Diffusion,detection,71.47,PyTorch,41,64,0.000603,6.05,0.2276,0.2476,0.0199,273.57,4.72,0.738,0.714,0.75,T4,16,6.57,2.79,AWS,28.47,1.7651
2024,Transformer,segmentation,26.03,PyTorch,16,64,0.000132,1.58,0.2425,0.6316,0.3891,278.15,7.03,0.773,0.741,0.787,RTX3090,24,1.37,0.53,AWS,8.98,1.3149
2020,CNN,detection,20.81,TensorFlow,19,64,9.50E-05,1.31,1.0108,1.1653,0.1545,555.34,1.75,0.748,0.72,0.788,T4,16,1.55,0.52,AWS,5.81,1.313
2023,Transformer,segmentation,265.01,TensorFlow,49,32,0.000334,35.34,0.5565,0.6844,0.1279,30.75,13.97,0.676,0.663,0.696,T4,16,34.96,24,Azure,149.53,0.1269
2021,Transformer,segmentation,28.68,PyTorch,39,128,2.00E-05,3.78,0.2884,0.6035,0.3151,773.01,0.82,0.839,0.816,0.873,T4,16,4.24,2.51,On-Prem,9.79,6.7044
2025,LLM,segmentation,74.76,TensorFlow,31,32,0.000659,9.14,0.6634,1.0127,0.3493,58.24,27.33,0.842,0.827,0.876,T4,16,9.07,5.91,On-Prem,52.78,0.1362
2020,CNN,generation,68.46,PyTorch,48,64,0.000323,6.79,0.3978,0.5995,0.2017,232.43,4.94,0.818,0.79,0.846,A100,40,9.8,4.36,Azure,33.29,2.1035
2024,LLM,segmentation,14.59,JAX,8,16,0.00041,1.42,1.1955,1.2287,0.0332,40.68,31.92,0.683,0.661,0.7,A100,40,1.45,0.58,AWS,3.02,0.3963
2022,Transformer,detection,84.24,TensorFlow,36,16,0.000722,4.47,1.0529,1.2685,0.2156,227.45,5.75,0.751,0.708,0.771,A100,40,5.87,3,AWS,23.12,2.2551
2025,CNN,detection,50.69,JAX,41,128,0.000303,3.26,0.9164,1.2263,0.3099,393.11,3.93,0.791,0.748,0.82,V100,32,2.81,1.39,On-Prem,7.53,1.835
2019,LLM,detection,36.41,JAX,39,128,0.000125,4.12,0.7136,0.9957,0.2821,18.67,13.22,0.808,0.764,0.839,V100,32,3.62,2.31,On-Prem,12.24,0.099
2021,LLM,generation,71.41,TensorFlow,35,16,2.90E-05,5.58,0.974,1.3464,0.3724,174.35,10.42,0.76,0.737,0.784,V100,32,5.34,2.97,GCP,32.99,1.1213
2025,LLM,classification,123.52,PyTorch,26,32,2.40E-05,15.07,1.047,1.234,0.187,200.23,5.65,0.715,0.68,0.741,RTX3090,24,16.94,6.67,AWS,48.41,0.7228
2022,Diffusion,classification,29.84,TensorFlow,27,64,0.000276,2.69,0.2324,0.5864,0.354,831.15,1.75,0.833,0.813,0.855,A100,40,2.35,0.88,AWS,13.8,6.1799
2018,Transformer,classification,92.85,JAX,28,16,0.000477,4.68,0.3338,0.6328,0.299,105.87,2.35,0.837,0.812,0.855,V100,32,6.5,2.77,On-Prem,24.12,0.9557
2025,LLM,classification,90.97,TensorFlow,16,128,0.000224,5.6,0.0986,0.3288,0.2302,307.13,5.52,0.809,0.772,0.823,V100,32,5.48,3.56,AWS,15.31,1.0768
2020,Transformer,detection,68.67,TensorFlow,29,128,3.90E-05,4.16,0.9491,1.2103,0.2612,27.98,26.88,0.756,0.707,0.781,T4,16,4.58,2.21,On-Prem,11.79,0.1208
2021,Transformer,detection,40.25,PyTorch,45,64,2.40E-05,4.23,0.5282,0.8188,0.2907,284.45,6.14,0.808,0.769,0.838,RTX3090,24,5.75,3.46,Azure,9.08,1.295
2021,Diffusion,detection,59.32,TensorFlow,5,128,0.000603,4.67,0.473,0.5056,0.0327,63.88,16.53,0.793,0.772,0.828,T4,16,3.78,1.71,AWS,15.64,0.075
2025,CNN,detection,47.6,TensorFlow,29,128,0.000297,3.95,1.092,1.206,0.114,459.73,3.83,0.74,0.729,0.762,RTX3090,24,5.27,2.54,On-Prem,12.13,1.3692
2025,LLM,detection,34.54,PyTorch,34,128,5.40E-05,2.35,0.5508,0.6904,0.1395,306.4,4.87,0.831,0.812,0.86,RTX3090,24,2.82,1.49,Azure,10.95,1.8186
2020,CNN,classification,67.59,PyTorch,36,16,0.000627,8.67,0.9474,1.1361,0.1886,181.11,3.54,0.881,0.869,0.898,T4,16,8.44,4.16,On-Prem,43.28,0.9534
2020,Diffusion,generation,55.29,JAX,19,64,0.000133,7.06,0.2857,0.5787,0.293,339.7,5.29,0.838,0.795,0.858,V100,32,7.01,4.86,GCP,29.01,3.1109
2021,LLM,segmentation,71.02,JAX,5,64,4.90E-05,10.07,0.3841,0.5774,0.1933,376.78,3.8,0.737,0.725,0.752,A100,40,8.11,4.48,Azure,38.16,0.8321
2023,LLM,segmentation,55.85,PyTorch,19,64,5.10E-05,8.09,1.1567,1.4088,0.2522,499.47,3.07,0.867,0.835,0.882,A100,40,9.07,4.76,Azure,44.15,2.6632
2020,Transformer,classification,65.43,PyTorch,21,128,0.000917,8.46,1.0319,1.1362,0.1044,440.75,0.98,0.875,0.827,0.915,T4,16,10.98,7.61,AWS,36.2,1.4703
2018,LLM,classification,183.94,PyTorch,42,64,0.000176,27.24,0.2686,0.5877,0.3191,148.33,12.74,0.711,0.663,0.737,A100,40,40.43,24.38,On-Prem,72.11,0.785
2021,Diffusion,detection,30.66,PyTorch,5,128,8.30E-05,3.93,1.1542,1.462,0.3078,839.16,1.46,0.886,0.843,0.92,V100,32,4.18,2.18,GCP,20.5,1.187
2022,Transformer,generation,40.69,PyTorch,12,16,0.000414,3.07,0.3327,0.4998,0.1671,660.9,0.08,0.857,0.811,0.872,A100,40,4.58,3.12,Azure,12.2,3.7106
2018,Transformer,detection,211.46,TensorFlow,24,64,0.000323,29.99,1.1436,1.3786,0.2351,52.19,30.39,0.795,0.775,0.822,A100,40,31.52,17.74,Azure,88.83,0.1422
2022,CNN,segmentation,21.85,PyTorch,45,128,2.90E-05,3.18,0.2204,0.4954,0.275,326.51,2.73,0.823,0.784,0.85,T4,16,3.5,1.51,Azure,17.05,0.7491
2023,CNN,generation,92.53,JAX,30,32,0.00061,8.51,0.9474,1.1432,0.1958,164.03,2.74,0.808,0.774,0.823,T4,16,8.78,5.64,GCP,24.06,0.2691
2019,LLM,detection,11.44,JAX,28,128,0.00045,0.63,0.8858,1.1976,0.3118,952.95,1.74,0.836,0.805,0.86,A100,40,0.52,0.22,Azure,3.59,4.3135
2018,LLM,segmentation,148.64,JAX,10,128,1.30E-05,21.9,0.31,0.4387,0.1286,63.69,7.84,0.99,0.98,1.022,T4,16,32.34,12.6,AWS,101.86,0.4889
2019,LLM,segmentation,46.94,JAX,34,64,4.50E-05,5.69,0.9893,1.0701,0.0808,243.77,7.42,0.911,0.868,0.95,A100,40,7.56,3.46,AWS,24.83,1.694
2020,LLM,generation,57.47,TensorFlow,14,16,1.10E-05,4.42,0.6452,0.7601,0.1149,331.28,2.99,0.755,0.731,0.794,A100,40,5.49,1.93,AWS,18.74,2.6591
2022,Transformer,detection,32.84,PyTorch,21,32,0.000734,4.36,0.8518,1.1404,0.2886,429.98,4.29,0.863,0.825,0.895,A100,40,6.12,2.51,GCP,22.79,1.1855
2021,Transformer,detection,25.04,PyTorch,7,32,1.70E-05,3.17,0.8217,1.0015,0.1798,667.12,0.99,0.722,0.693,0.747,V100,32,3.39,2.25,AWS,6.54,5.3633
2021,CNN,detection,63.66,PyTorch,37,16,0.000872,5.97,0.3202,0.6051,0.2849,386.51,2.89,0.794,0.745,0.806,RTX3090,24,6.88,4.04,AWS,32.54,1.0101
2025,Transformer,generation,63.19,PyTorch,16,64,2.80E-05,8.72,0.9801,1.2542,0.2741,299.71,2.23,0.931,0.888,0.956,A100,40,7.41,3.15,GCP,50.04,2.5943
2023,LLM,detection,55.49,TensorFlow,20,16,2.10E-05,3.81,0.0728,0.2351,0.1624,110.78,7.7,0.828,0.781,0.851,T4,16,5.39,2.92,GCP,11.39,0.4656
2022,Diffusion,detection,47.11,PyTorch,26,16,4.60E-05,2.62,0.48,0.8583,0.3783,412.46,3.3,0.771,0.736,0.787,A100,40,2.87,1.72,On-Prem,6.31,1.4439
2018,CNN,segmentation,40.28,JAX,12,128,1.40E-05,4.1,0.2563,0.6448,0.3886,95.39,8.77,0.687,0.647,0.718,T4,16,4.5,1.97,On-Prem,14.73,0.3223
2022,Transformer,segmentation,51.93,TensorFlow,20,16,0.000183,5.45,0.8432,0.9094,0.0661,347.84,1.11,0.704,0.657,0.716,T4,16,6,3.47,Azure,20.89,0.6361
2021,Diffusion,classification,186.32,PyTorch,26,32,0.000851,13.99,0.8274,1.113,0.2856,99.27,6.65,0.882,0.861,0.91,T4,16,19.67,13.35,GCP,33.91,0.2376
2020,CNN,segmentation,47.99,TensorFlow,26,16,0.000178,4.19,0.1081,0.3628,0.2547,247.46,7.58,0.842,0.81,0.88,RTX3090,24,4,2.36,AWS,18.73,1.8942
2019,CNN,classification,80.46,JAX,14,128,1.00E-05,7.51,0.1565,0.4584,0.3019,341.53,2.62,0.731,0.71,0.754,V100,32,9.81,2.98,On-Prem,32.73,2.2266
2024,Transformer,classification,25.14,TensorFlow,24,16,2.60E-05,2.9,0.9911,1.0206,0.0295,1089.49,0.1,0.875,0.851,0.886,RTX3090,24,2.48,1.65,On-Prem,9.92,5.2546
2024,LLM,classification,71.97,TensorFlow,20,128,1.50E-05,10.45,1.0143,1.3383,0.324,344.28,5.43,0.712,0.68,0.728,A100,40,12.87,7.68,AWS,51.73,1.96
2021,Diffusion,generation,48.86,JAX,13,64,2.60E-05,6.35,0.4336,0.7811,0.3474,562.83,3.07,0.77,0.759,0.804,T4,16,6.91,4.49,Azure,28.91,4.7857
2025,Diffusion,generation,386.18,PyTorch,47,32,0.000746,21.78,0.9985,1.1225,0.124,35.21,2.63,0.816,0.794,0.841,RTX3090,24,18.28,9.08,AWS,124.33,0.0686
2018,Transformer,classification,40.61,PyTorch,5,16,0.000705,2.48,0.6439,0.9606,0.3167,696.99,2.16,0.935,0.897,0.97,A100,40,2.76,1.72,AWS,5.05,6.4967
2023,Diffusion,detection,167.63,TensorFlow,29,16,5.20E-05,14.31,1.0028,1.3207,0.3178,57.15,32.05,0.661,0.613,0.681,T4,16,15,7.53,GCP,82.5,0.5079
2021,Diffusion,segmentation,47.57,PyTorch,49,64,0.000101,3.3,1.0376,1.3116,0.274,530.13,3.25,0.752,0.712,0.775,RTX3090,24,4.05,1.48,On-Prem,15.5,1.3854
2025,Transformer,detection,29.31,JAX,27,32,7.20E-05,3.64,1.0424,1.2599,0.2174,811.61,0.77,0.88,0.848,0.9,A100,40,3.96,2.35,On-Prem,20.1,1.6991
2022,Diffusion,segmentation,106.84,PyTorch,38,64,0.000109,11.84,0.3322,0.3647,0.0325,112.65,4.5,0.967,0.948,1.006,V100,32,14.57,7.62,On-Prem,43.35,0.5475
2023,Transformer,classification,167.77,TensorFlow,46,32,2.20E-05,16.78,0.5238,0.8733,0.3495,114.01,9.55,0.851,0.837,0.879,A100,40,14.8,6.44,Azure,43.14,0.8241
2020,Diffusion,detection,41.11,TensorFlow,7,64,2.60E-05,4.14,0.5322,0.5492,0.0171,581.04,0.32,0.717,0.688,0.744,A100,40,5.14,2.96,Azure,12.48,0.6332
2024,Diffusion,detection,64.61,JAX,5,128,8.50E-05,8.88,0.284,0.3436,0.0597,138.1,7.87,0.961,0.93,0.995,V100,32,9.62,4.75,Azure,18.23,0.6474
2020,LLM,generation,31.87,PyTorch,12,128,0.000568,2.83,0.673,1.0606,0.3875,77.3,17,0.766,0.753,0.787,T4,16,3.86,1.83,On-Prem,16.98,0.4663
2021,CNN,segmentation,28.6,TensorFlow,18,64,5.60E-05,1.63,0.475,0.6661,0.1911,762.96,1.74,0.765,0.727,0.775,A100,40,1.55,0.87,GCP,6.4,0.7994
2020,CNN,segmentation,78.2,PyTorch,19,128,1.30E-05,8.45,0.54,0.7637,0.2237,202.96,3.61,0.873,0.836,0.906,V100,32,6.85,2.62,GCP,41.02,0.9092
2022,Diffusion,detection,26.08,TensorFlow,10,32,0.000316,3.67,0.9225,1.1654,0.2429,759.08,2.35,0.925,0.891,0.954,V100,32,3.34,1.64,On-Prem,17.87,2.6101
2024,Transformer,generation,37.41,JAX,44,64,0.000158,5.09,1.0489,1.3414,0.2925,601.44,1.89,0.739,0.706,0.753,RTX3090,24,5.66,2.72,GCP,29.71,2.9349
2025,CNN,segmentation,145.24,TensorFlow,7,16,0.000755,16.5,0.4232,0.5383,0.1151,42.22,33.27,0.99,0.971,1.018,RTX3090,24,16.26,9.18,AWS,86.81,0.3379
2020,Diffusion,generation,35.94,PyTorch,24,64,0.000353,4.48,0.2232,0.3179,0.0947,394.76,1.43,0.867,0.84,0.903,RTX3090,24,6.18,3.41,GCP,24.36,3.1794
2018,LLM,segmentation,24.17,JAX,44,64,0.000297,2.26,0.8168,0.8636,0.0468,933.64,1.75,0.794,0.756,0.833,T4,16,3.12,2.06,AWS,12.98,7.6672
2022,CNN,generation,237.38,JAX,20,16,6.60E-05,14.96,0.0758,0.2264,0.1506,99.5,11.6,0.726,0.703,0.756,A100,40,14.39,4.4,AWS,75.64,0.6581
2020,Diffusion,classification,68.86,JAX,39,64,0.000753,6.3,0.5127,0.675,0.1623,36.96,35.03,0.907,0.868,0.938,A100,40,5.65,3,AWS,26.95,0.3258
2021,Transformer,generation,22.37,TensorFlow,32,32,0.000114,1.59,1.195,1.5876,0.3926,878.88,1.84,0.708,0.67,0.736,V100,32,1.33,0.64,AWS,7.48,6.2381
2019,Transformer,segmentation,76.32,JAX,25,32,0.000183,4.23,0.7909,1.1809,0.39,33.53,33.75,0.807,0.767,0.841,RTX3090,24,4.61,1.76,Azure,9.18,0.2085
2024,Diffusion,generation,80.03,TensorFlow,24,16,0.000235,4.2,0.2471,0.434,0.1869,173.92,7.98,0.815,0.768,0.844,RTX3090,24,6.17,4.02,On-Prem,18.23,1.479
2018,CNN,segmentation,37.03,JAX,15,128,0.000153,3.17,0.1098,0.1322,0.0224,350.75,0.61,0.838,0.803,0.874,A100,40,4.49,2.53,AWS,9.01,3.075
2025,LLM,classification,49.41,JAX,27,128,3.70E-05,6.44,1.1968,1.2185,0.0217,545.89,2.32,0.837,0.788,0.861,RTX3090,24,8.97,2.91,GCP,21.5,0.8751
2020,Transformer,generation,48.25,PyTorch,11,64,2.60E-05,3.52,0.5895,0.7042,0.1147,72.1,5.22,0.76,0.744,0.799,T4,16,4.69,3.22,Azure,13.23,0.2527
2025,Diffusion,classification,37.8,TensorFlow,12,64,2.80E-05,1.97,1.0006,1.1532,0.1526,289.26,2.21,0.904,0.855,0.919,A100,40,2.81,1.72,AWS,4.54,2.8581
2023,Diffusion,classification,40.72,PyTorch,35,128,4.00E-05,4.33,0.9744,1.0379,0.0635,432.97,2.39,0.798,0.782,0.826,T4,16,4.29,2.13,On-Prem,10.09,2.2239
2025,CNN,generation,94.56,JAX,46,16,3.70E-05,8.17,0.2693,0.4147,0.1454,176.01,11.27,0.776,0.739,0.792,RTX3090,24,6.79,2.38,AWS,34.72,1.3881
2019,CNN,segmentation,11.87,JAX,13,64,9.70E-05,1.17,1.014,1.1649,0.1509,2178.93,0.39,0.979,0.956,1.003,V100,32,1.56,0.55,Azure,3.25,20.8372
2025,CNN,generation,63.89,PyTorch,30,128,0.000549,5.77,1.1658,1.5394,0.3736,350.25,1.7,0.72,0.704,0.755,RTX3090,24,5.28,3.39,GCP,22.86,1.6318
2023,LLM,segmentation,62.06,PyTorch,42,32,0.000871,6.65,0.2145,0.3705,0.1561,387.26,1.98,0.886,0.873,0.913,T4,16,9.25,5.72,On-Prem,17.95,2.732
2021,CNN,segmentation,36.25,TensorFlow,24,32,3.20E-05,2.77,0.0508,0.4003,0.3496,658.8,1.93,0.766,0.726,0.78,A100,40,3.1,1.37,GCP,6.57,3.5412
2018,Transformer,segmentation,31.13,JAX,30,32,0.000373,3.39,0.0574,0.3687,0.3113,681.77,1.83,0.767,0.726,0.792,RTX3090,24,4.39,2.96,Azure,11.89,5.0267
2018,Transformer,segmentation,183.86,PyTorch,34,32,2.60E-05,15.45,0.6372,0.8871,0.2499,148.82,7.02,0.797,0.767,0.809,T4,16,12.74,6.63,Azure,57.99,1.2728
2021,CNN,segmentation,21.5,TensorFlow,19,64,8.50E-05,2.74,1.1022,1.186,0.0838,1288.83,1.09,0.796,0.761,0.812,V100,32,2.3,1.21,On-Prem,12.61,3.7338
2018,Transformer,segmentation,107.41,JAX,44,32,0.000722,9.53,0.1261,0.1436,0.0175,231.75,4.63,0.834,0.793,0.851,T4,16,9.93,3.1,On-Prem,55.72,1.6248
2025,Diffusion,classification,50.92,JAX,21,64,0.000203,3.53,0.39,0.6417,0.2517,357.21,2.9,0.837,0.813,0.875,RTX3090,24,3.66,1.76,GCP,16.61,2.103
2019,CNN,generation,33.51,TensorFlow,23,128,4.20E-05,2.81,0.1408,0.3235,0.1827,244.73,2.94,0.665,0.622,0.703,V100,32,2.62,1.18,AWS,16.08,0.3809
2021,LLM,classification,28.3,TensorFlow,18,64,7.90E-05,4,0.2678,0.2798,0.012,80.31,22.59,0.844,0.808,0.862,V100,32,3.7,1.54,On-Prem,9.84,0.7609
2025,LLM,detection,48.55,JAX,45,16,0.000212,4.42,0.5128,0.8678,0.355,554.46,3.29,0.938,0.916,0.969,A100,40,4.38,1.65,AWS,12.11,2.2616
2024,Diffusion,generation,113.73,JAX,26,32,2.20E-05,11.21,0.1845,0.4605,0.276,250.79,1.27,0.799,0.76,0.828,A100,40,13.55,6.18,AWS,38.35,0.3529
2024,Transformer,detection,31.58,PyTorch,39,32,0.000136,3.65,1.0831,1.249,0.1658,321.1,0.22,0.835,0.792,0.869,A100,40,3.19,1.69,AWS,14.09,0.6642
2018,Transformer,generation,59.7,JAX,5,32,0.000251,6.67,1.043,1.14,0.097,439.81,3.61,0.766,0.726,0.792,T4,16,6.48,3.04,On-Prem,34.5,0.5656
2023,Transformer,segmentation,35.92,TensorFlow,38,128,1.30E-05,1.99,0.8458,1.0344,0.1886,199.96,6.24,0.881,0.86,0.908,V100,32,2.09,1.31,On-Prem,10.49,1.059
2020,CNN,segmentation,25.22,PyTorch,21,64,4.50E-05,1.79,0.1474,0.3394,0.192,583.78,2.89,0.708,0.689,0.73,T4,16,2.44,1.54,GCP,6.33,2.996
2021,LLM,classification,69.86,JAX,10,64,0.000228,4.03,0.5339,0.7785,0.2447,402.87,1.63,0.805,0.785,0.835,A100,40,4.97,2.15,Azure,23.01,3.4662
2023,CNN,segmentation,35.44,JAX,19,16,0.000168,5.1,0.811,0.851,0.04,309.33,3.63,0.759,0.733,0.794,T4,16,6.99,3.81,Azure,17.81,1.0202
2018,LLM,detection,45.92,JAX,17,128,0.000116,4.77,0.3698,0.4644,0.0946,195.91,5.79,0.757,0.746,0.795,A100,40,4.33,1.68,AWS,19.41,1.448
2020,Transformer,segmentation,46.02,TensorFlow,19,64,0.00029,6.71,0.3035,0.6591,0.3556,609.78,3.01,0.769,0.734,0.798,A100,40,7.26,4.36,On-Prem,27.68,4.3276
2023,Diffusion,detection,144.87,JAX,47,64,0.000613,16.78,0.0593,0.4371,0.3778,51.74,5.02,0.78,0.739,0.805,T4,16,18.52,7.4,On-Prem,70.29,0.1795
2025,Diffusion,segmentation,50.08,JAX,7,64,0.000454,6.07,0.8512,0.9877,0.1365,147.76,3.12,0.836,0.792,0.871,V100,32,6.73,2.38,AWS,21.43,0.9714
2025,Diffusion,classification,133.1,PyTorch,13,64,0.000161,15.43,0.8413,0.8982,0.057,211.77,1.9,0.801,0.766,0.817,RTX3090,24,15.67,8.12,On-Prem,56.62,0.5171
2023,Transformer,segmentation,45.58,JAX,29,64,0.000393,5.58,0.844,0.9868,0.1428,531.95,0.29,0.723,0.707,0.743,T4,16,4.76,1.88,On-Prem,29.69,5.0718
2024,CNN,generation,28.58,TensorFlow,6,128,0.000713,2.63,0.1082,0.1336,0.0254,609.92,1.34,0.748,0.737,0.776,V100,32,2.12,1.31,GCP,8.48,0.8309
2018,Transformer,generation,19.32,TensorFlow,43,128,1.00E-05,1.09,0.6657,0.8964,0.2308,1173.28,0.26,0.94,0.909,0.955,T4,16,0.94,0.44,GCP,2.88,3.5152
2025,Diffusion,segmentation,27.69,PyTorch,12,32,0.000726,1.65,0.5676,0.7092,0.1416,945.66,0.23,0.751,0.733,0.784,RTX3090,24,1.38,0.68,On-Prem,6.21,3.7917
2020,Diffusion,detection,81.77,JAX,23,128,2.70E-05,5.79,0.3909,0.7561,0.3652,203.6,7.27,0.63,0.607,0.653,V100,32,5.14,1.9,On-Prem,30.76,1.2753
2019,Diffusion,segmentation,104.32,PyTorch,47,64,0.000192,7.93,1.069,1.4283,0.3593,88.86,5.61,0.774,0.747,0.791,A100,40,10.07,6.35,GCP,37.19,0.7481
2022,CNN,segmentation,28.16,JAX,15,64,5.30E-05,3.3,0.3612,0.4029,0.0417,1057.57,0.34,0.794,0.744,0.833,T4,16,4.47,2.52,AWS,14.22,9.3012
2018,CNN,classification,46.15,TensorFlow,6,128,7.40E-05,4.37,0.7616,1.0311,0.2695,330.9,3.95,0.674,0.663,0.697,A100,40,4.35,1.53,AWS,10.47,2.1273
2021,Diffusion,detection,20.05,TensorFlow,21,64,0.000602,2.99,0.3882,0.4802,0.092,1151.03,0.47,0.833,0.788,0.846,T4,16,2.66,1.84,On-Prem,14.05,9.9242
2021,Diffusion,segmentation,111.06,PyTorch,6,128,0.00034,5.61,0.0515,0.209,0.1575,42.59,2.02,0.726,0.697,0.764,V100,32,5.76,3.25,GCP,25.87,0.1388
2024,Diffusion,detection,27.14,PyTorch,24,16,0.000253,1.66,1.1964,1.278,0.0815,664.23,1.28,0.869,0.854,0.88,V100,32,2.06,1.28,On-Prem,8.94,3.5499
2025,CNN,generation,82.57,TensorFlow,40,64,2.20E-05,6.57,0.8134,1.1999,0.3865,24.07,74.22,0.909,0.875,0.935,A100,40,7.56,2.48,On-Prem,15.51,0.1542
2022,CNN,classification,79.6,JAX,16,32,2.00E-05,10.76,1.1902,1.4836,0.2935,297.12,6.69,0.801,0.767,0.82,V100,32,14.91,8.14,Azure,46.53,0.9754
2021,LLM,classification,47.43,PyTorch,9,64,0.000211,5.38,0.7325,0.7488,0.0163,463.82,1.47,0.832,0.795,0.858,V100,32,5.59,1.98,On-Prem,12.79,3.9349
2022,Diffusion,detection,62.73,JAX,49,128,0.000615,7.18,0.3815,0.508,0.1265,427.07,0.18,0.872,0.849,0.898,RTX3090,24,6.49,2.19,AWS,37.79,3.8649
2024,Diffusion,generation,121.43,JAX,35,16,5.80E-05,13.44,0.497,0.6008,0.1037,27.19,24.43,0.838,0.824,0.853,RTX3090,24,20.05,9.58,AWS,55.49,0.241
2025,Diffusion,detection,38.97,TensorFlow,5,64,6.40E-05,4.57,0.8345,0.9675,0.1329,113.67,11.29,0.901,0.886,0.929,T4,16,5.87,3.41,On-Prem,22.91,1.0066
2019,Diffusion,segmentation,157.07,JAX,49,64,0.000364,18.44,0.9326,1.0626,0.1299,95.6,16.77,0.82,0.801,0.837,RTX3090,24,21.86,11.14,AWS,57.69,0.3521
2025,LLM,segmentation,94.9,PyTorch,23,16,0.000462,14,0.5953,0.6313,0.036,20.22,30.99,0.76,0.712,0.785,RTX3090,24,13.87,6.37,AWS,61.53,0.139
2018,Transformer,segmentation,28.16,TensorFlow,11,128,0.000191,2.72,0.2684,0.5521,0.2837,600.7,1.25,0.831,0.784,0.841,V100,32,2.78,0.9,Azure,13.78,4.3965
2025,Diffusion,generation,113.78,PyTorch,15,128,0.000727,13.38,0.4033,0.5576,0.1543,147.12,10.81,0.726,0.703,0.753,T4,16,13.94,8.73,Azure,51.75,0.2487
2023,CNN,generation,30.36,JAX,34,128,0.000762,4.17,0.5699,0.9644,0.3945,16.65,74.91,0.82,0.785,0.844,RTX3090,24,4.49,2.17,GCP,15.25,0.1261
2019,CNN,detection,45.69,PyTorch,14,128,9.00E-05,5.03,0.719,0.8856,0.1666,229.23,1.3,0.791,0.766,0.806,RTX3090,24,6.62,2.54,GCP,11.25,1.3688
2018,CNN,segmentation,99.24,JAX,39,16,1.70E-05,7.49,0.3898,0.6065,0.2167,206.7,5.83,0.84,0.824,0.856,RTX3090,24,10.59,5.54,Azure,41.02,0.8979
2024,Diffusion,generation,73.19,TensorFlow,30,64,8.70E-05,7.34,0.2809,0.4137,0.1329,325.82,5.63,0.99,0.966,1.009,A100,40,6.87,3.93,Azure,24.16,3.2223
2021,CNN,segmentation,30.27,PyTorch,48,16,1.20E-05,2.74,0.6437,0.8802,0.2365,928.65,1.47,0.69,0.661,0.725,T4,16,4.02,1.24,On-Prem,16.25,1.6485
